sort_time, detect_clones_time, token_comparision_filter, token_comparision ,total_comparision,num_clones_detected,candidateCumulativeTime
726,2196094,10707827382,27478633600,38186460982,8864,1975875
738,2193845,10707827382,27478633600,38186460982,8864,1978651
734,2111739,10707827382,27478633600,38186460982,8864,1893516
725,2067437,10707827382,27478633600,38186460982,8864,1849683
735,2062459,10707827382,27478633600,38186460982,8864,1845704
,,,,,,
731.6,2126314.8,10707827382,27478633600,38186460982,8864,1908685.8
