sort_time, detect_clones_time, token_comparision_filter, token_comparision ,total_comparision,num_clones_detected,candidateCumulativeTime
201,9801,83879060,233229447,317108507,1868,8104
201,10172,83879060,233229447,317108507,1868,8444
203,9958,83879060,233229447,317108507,1868,8245
202,9952,83879060,233229447,317108507,1868,8250
201,10000,83879060,233229447,317108507,1868,8245
,9976.6,83879060,233229447,317108507,1868,8257.6
