detect_clones_time, total_comparision, num_clones_detected
799853,1.53294E+11,13840
804197,1.53294E+11,13840
804054,1.53294E+11,13840
805118,1.53294E+11,13840
801851,1.53294E+11,13840
803014.6,1.53294E+11,13840
